1_emb1,1_emb2,2_emb1,2_emb2,3_emb1,3_emb2,ID
-1.491,4.955,-4.100440828587689,1.8182746801489729,-3.408511112760208,3.575324231723992,47
7.432,9.559,-4.103101579930462,-10.241948899257766,-3.6344167695747833,-4.17986041869715,48
1.313,1.797,-6.317514745976605,6.422519389163866,-9.458128403257035,5.225301915744988,49
-4.141,6.816,-0.8473548577090876,-2.2537997331505877,0.5759124054206389,-0.8271876033742742,50
1.834,3.035,-6.67684587695805,5.889738741886034,-8.862762878965043,5.630164796451775,51
1.569,3.661,-6.16298040607182,4.529649439823046,-7.3417958722816925,5.364925557712762,52
-4.728,10.44,4.250255735133014,-3.176337059963332,5.450153399874069,-4.8146870788534,53
-2.167,7.695,-1.5597538635989803,-1.3416362371331316,0.18385369019637293,0.40010517273351387,54
12.64,-1.342,7.041774900172077,-15.502218064296828,3.1767733587516327,-17.270151441951544,55
-4.775,12.69,2.9880575253704413,-5.756749447811232,2.0646884931815643,-6.5048893150289375,56
-1.384,7.644,-2.2249077246448175,-0.7703171338921647,-1.1056731448875885,0.8282567802469416,57
2.891,4.16,-7.855003683354535,3.960578385364427,-6.136955212186478,7.499637300113885,58
-6.626,7.708,1.9245732142666203,-4.308759984005079,2.0237699045432587,-4.114403551479133,59
-3.101,5.477,-3.5693734572192803,0.1433490548247237,-2.855149220060013,0.8664434793989344,60
-4.231,5.139,-2.5114401266833917,-1.0938773717766863,-1.5659503446327667,0.2892492357294245,61
16.48,13.08,11.805308492396199,7.8366114530676745,12.204299498964644,5.5530468765299,62
4.95,7.628,-1.3169493363162654,11.495772543918504,-5.5418385968910675,-0.8249540981252508,63
16.7,11.85,11.32309833309444,6.708968821536913,10.238970328737594,5.806930238346307,64
2.033,1.216,-7.150380937840619,5.373037997257128,-8.661818932126664,6.302239114383904,65
1.007,2.747,-5.809157697941937,5.850307169925585,-8.848814438413285,4.0577234569589775,66
0.2657,6.438,-4.602198450352826,1.74863165951909,-4.229390572141312,2.3558050933878105,67
8.172,18.87,5.70385423443111,15.914767447482957,9.359949637819625,12.172199899296015,68
7.105,2.117,-1.7920289919635433,5.186122599613085,-3.4343931184517364,11.210617715458124,69
0.9877,3.473,-6.3496859953662534,6.672000590335741,-9.502700279782914,4.740909034351556,70
1.137,4.835,-5.320670454289593,3.596174899112596,-5.329603622983597,4.541726762394158,71
16.57,10.71,11.286954076502644,6.595203581821337,9.93655543463359,5.793138677219598,72
-2.748,4.579,-3.6655212328693048,0.9235462281817336,-2.866654347013138,2.1449661198656242,73
1.512,1.019,-6.488451330449261,6.573321047794237,-10.096160362790727,5.106757337192742,74
-1.638,4.689,-4.7033894942065855,2.6446167860144514,-5.201388786862991,2.026882523636071,75
16.12,10.35,11.727613599512898,7.629787627231493,11.989317466188766,5.907273942569939,76
12.39,-2.332,6.902302892420612,-15.46378689669429,3.4081576360953827,-16.922930067439825,77
-5.892,11.51,2.0634736134746894,-6.433387574184523,0.11532684104571528,-5.943071192165168,78
16.98,11.22,11.540228994105183,7.495319071781053,11.485647727419234,5.462423497776238,79
-1.926,3.449,-4.645649759556927,2.9456185732001203,-5.154140423368118,3.1879119220773857,80
6.075,8.8,-3.4315167353412286,-11.05026036166011,-4.468438576291702,-2.5651539024312813,81
-4.386,10.83,3.8557411744335517,-4.14477949999629,4.056706477571823,-5.41537935103968,82
13.46,-1.204,6.465247781489215,-15.287800606716262,3.5180411829246063,-16.3682120498617,83
-5.772,12.31,2.789477021906696,-6.1881898012047865,1.2141744388831635,-7.152574842830451,84
16.51,12.64,11.976592214320027,6.99913853741826,10.936896850038863,6.533553296665398,85
12.89,0.03342,6.845783860895954,-15.574248131740676,2.8505237592948456,-16.5759814437826,86
-2.143,3.823,-4.340880243565716,1.47082084752263,-3.9031123624550323,1.9746462646524592,87
-1.048,2.838,-4.19965442874638,3.3768186006659406,-5.513174961637161,2.594584280590264,88
-3.633,7.687,-0.1887226090690272,-3.8325718011742693,-0.5637064681755525,-2.592722004314216,89
-4.419,5.268,-2.1163142607471124,-1.7014191713219744,-0.9901299582230073,-0.17820412482813164,90
-2.188,4.199,-3.7211631224414483,1.4291552338713545,-2.787668179105423,3.5333754364053886,91
-5.74,8.347,3.727706105921589,-3.877464589107619,4.072822619844772,-4.554077452083381,92
6.23,2.069,-9.64256271579472,1.4676403436774152,-4.5909718976723175,11.216689759830683,93
-5.491,7.079,0.08637714247050118,-3.0738845434075457,0.742151190210678,-2.0990834888418037,94
-5.08,11.65,3.4697851254680976,-3.8079064454918963,4.027171183992722,-4.917768305202277,95
-4.962,11.96,3.3840684010723456,-5.074304398525343,3.0840302004111786,-6.428242987056525,96
-7.052,10.94,3.6835137917736396,-4.984822567928419,3.0735550417197723,-6.613337343593391,97
-7.126,11.43,2.8033510758617743,-5.8915713395959,1.7381601824058075,-6.68868667449549,98
-1.828,3.991,-4.404179899480023,1.7375187311285871,-3.583069037030838,4.319413358310906,99
